route_id,direction_id,stop_id,headway_mean
19L,1,16680,1785.0
19L,1,16695,1785.0
19L,1,18288,1787.0
19L,1,18305,1785.0
19L,1,19746,1785.0
19L,1,19912,1785.0
19L,1,20287,1800.0
19L,1,20856,1800.0
19L,1,22720,1780.0
19L,1,22721,1780.0
19L,1,22722,1780.0
19L,1,22723,1780.0
19L,1,22724,1780.0
19L,1,22725,1780.0
19L,1,22726,1780.0
19L,1,22727,1780.0
19L,1,22728,1780.0
19L,1,5564,1800.0
2,0,1202,2402.0
2,0,1203,2401.5
2,0,1204,2401.0
2,0,1205,2400.5
2,0,1206,2400.0
2,0,1207,2400.0
2,0,1208,2400.0
2,0,1209,2400.0
2,0,1211,2400.0
2,0,12760,2400.0
2,0,13023,2400.0
2,0,134,2385.0
2,0,135,2385.0
2,0,136,2385.0
2,0,139,2385.0
2,0,16485,2398.25
2,0,17340,2385.0
2,0,17587,2385.0
2,0,179,2600.0
2,0,1796,2600.0
2,0,180,2600.0
2,0,18684,2385.0
2,0,18685,2385.0
2,0,19533,2399.5
2,0,19910,2385.0
2,0,200,2385.0
2,0,201,2385.0
2,0,202,2385.0
2,0,203,2385.0
2,0,20436,2385.0
2,0,20437,2385.0
2,0,2046,2400.0
2,0,20673,2600.0
2,0,20674,2402.75
2,0,20829,2380.0
2,0,2088,2600.0
2,0,2089,2600.0
2,0,2090,2600.0
2,0,213,2600.0
2,0,21331,2400.0
2,0,21346,2385.0
2,0,21347,2385.0
2,0,21348,2385.0
2,0,21349,2385.0
2,0,21376,2402.5
2,0,21377,2400.0
2,0,21379,2400.0
2,0,21382,2380.0
2,0,21383,2380.0
2,0,21384,2380.0
2,0,21387,2385.0
2,0,214,2600.0
2,0,215,2600.0
2,0,216,2600.0
2,0,22313,2409.25
2,0,22395,2400.0
